Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	Avrg_Cosine
Abschaffung	22	4.36	2.52	27	3.07	2.62	28	4.82	3.51	11	1	92132	Quote	40	98.2011823632144	Folge	110	96.8864672659338	Institution	56	95.4411073320787	Armee	267	923.927987292793	Sanktion	203	908.72081200781	Kategorie	21	9.93725799342472	Neuerung	10	9.81711881383217	Kürzung	34	88.671036650951	Parlament	48	88.5421692161132	Hürde	36	88.2897467798829	0.252086353805
Abschluss	22	6.86	2.34	19	4.58	3.01	22	5.05	3.30	9	4	703827	Vergleich	777	988.927164738938	Feier	384	987.958880701885	Predigt	69	97.4768193876731	Voraussetzung	252	96.5008272677358	Projekt	4230	9055.02433468804	Darstellung	196	90.2557019721575	Vernichtung	24	9.92819087239541	Begegnung	90	9.45735227178502	Programmierung	24	9.32194593605203	Urlaub	177	9.09662007040024	0.324339901336
Abschnitt	20	4.90	1.29	24	1.58	1.95	19	4.68	2.33	9	1	383575	Tunnel	64	95.0267039684106	Phase	69	9.84497978912308	Rohr	22	9.71890584391653	Anfang	332	86.6979036644212	Gesetz	203	86.6769208227936	Verlauf	103	86.6070369165743	Schrift	111	85.1116497600152	Werk	176	8.92829577879494	Pfad	27	8.90500630597801	Bewertung	60	8.68196177499287	0.428821566188
Absicht	24	4.92	1.38	24	4.25	2.83	26	4.35	2.73	7	1	294254	Fähigkeit	120	96.7193546406671	Partei	166	95.8023626739666	Dichter	60	91.3959592467292	Sender	33	9.72158436218908	Veröffentlichung	42	9.5742311909268	Offenbarung	12	9.45341845371991	Führer	21	9.19462531744787	Konfrontation	11	9.08333312880481	Wunsch	520	890.661787472146	Hoffnung	114	89.1119809278617	0.131436849064
Absprache	20	5.40	2.06	26	3.42	2.72	14	5.36	3.15	9	1	132161	Änderung	100	93.47627240314	Absprache	52	92.8880971298626	Organisation	107	91.7180884512707	Konferenz	20	9.90735551229351	Bündnis	18	9.62518782938567	Bund	34	9.40463157630803	Gremium	15	9.33962607809181	Überlegung	23	9.12373494802179	Beratung	89	88.2939760925532	Wunsch	118	83.0427324317407	0.545392476395
Abstimmung	24	5.88	1.78	27	3.11	3.09	24	5.96	2.71	10	1	241220	Verwaltung	101	99.6577742571586	Entlastung	51	93.7459100215037	Erklärung	105	91.8249580715701	Frist	26	9.42720126675237	Gabel	10	9.35071356130716	Programmierung	13	9.28597675572281	Elektronik	15	9.17146134641876	Weisung	10	8.79795997876213	Detail	63	8.51613237533425	Vortag	10	8.17291798971135	0.644072084992
Abteilung	20	4.90	2.02	31	2.71	2.56	14	5.86	2.88	9	1	358699	Gründung	406	988.854556696338	Presse	410	982.378070048354	Bereich	1002	981.021729027328	Aufgabe	721	924.296974602304	Ehrung	15	9.51893884886338	Gefäß	17	9.29994764460495	Mithilfe	13	9.27030192505589	Wald	99	9.03204944674086	Zuordnung	16	9.01506649871611	Ausstattung	88	89.3080512351138	0.40384222882
Abwechslung	34	7.56	1.83	34	5.56	2.40	26	3.88	3.08	11	4	143840	Variation	41	97.5872516708986	Aktivität	86	96.6545770552128	Sex	56	91.1667866500543	Sport	84	90.9043719280238	Geschmack	65	90.2368380725936	Besucher	103	90.207554424744	Leben	273	90.0662515132241	Gehirn	19	9.92923648954923	Reiter	13	9.86146630851223	Restaurant	28	9.59408711573678	0.604388168933
Abweichung	30	4.23	1.68	24	3.04	2.54	23	3.70	2.77	10	1	130004	Realität	72	96.061799460817	Grund	192	94.5490311771137	Variation	39	90.9461606967782	Erfassung	10	9.58110205246045	Tabelle	22	9.54036219097551	Definition	18	9.47866632525433	Ergebnis	55	9.46172953886765	Folge	83	9.24126187594478	Faktor	28	9.19267356550068	Differenz	46	89.2675022277802	0.504405455618
Abwertung	31	2.32	2.65	27	5.19	3.04	36	4.47	2.59	9	2	20768	Abgrenzung	25	96.0687785157318	Vergangenheit	11	9.8890044326403	Tendenz	29	89.5880783518937	Benachteiligung	21	88.0746592876967	Möglichkeit	67	83.1317545453733	Folge	52	81.1539153690777	Ehe	29	80.5022243053307	Unterdrückung	20	75.1227055799729	Leistung	50	70.4812965977503	Land	34	7.8332130446339	0.583447426109
Abwesenheit	29	3.72	2.09	20	3.40	2.82	22	3.45	2.06	11	1	80570	Jahr	1273	997.675471288946	Schwester	21	9.99687920371593	Kommunikation	24	9.81518623446155	Hof	16	9.59443373261779	Held	16	9.49293020272637	Gefahr	35	9.08808929608034	Geschäft	27	9.07726880117054	Heizung	39	86.8410649701204	Haus	184	83.3908246170939	Verletzung	20	8.92677008188059	0.468652448146
Abwicklung	26	3.62	2.19	29	2.48	2.16	18	3.67	2.91	10	1	84930	Regelung	68	96.0311862932905	Umzug	44	94.4797579150053	Phase	21	9.75216419270361	Börse	10	9.18138886136865	Zuschuss	10	9.10906956878024	Entstehung	43	86.6249156104983	Abschluss	65	85.1569927905146	Konto	47	85.099626429523	Ablauf	54	83.7495684842206	Vereinbarung	44	80.3966916576409	0.564749036571
Abzug	26	3.23	1.77	19	3.53	2.55	15	4.07	2.84	5	1	125451	Honorar	36	99.7723336244339	Labor	49	97.8239096346649	Geld	194	97.5964262188716	Vergütung	45	96.1601313815609	Kläger	65	95.4561840531522	Punkt	2801	9421.07776977342	Einkommen	294	917.340687075513	Kauf	75	90.0395681559485	Container	10	9.98415087539938	Verzicht	12	9.42814432141768	0.374881065264
Ader	26	5.46	2.16	21	4.05	2.91	28	8.25	2.12	4	3	38527	Draht	28	90.6239729579559	Ohr	12	9.12150220822735	Kabel	221	874.697243485668	Volk	17	8.43431321204492	Haut	43	76.6661067946659	Netzwerk	13	7.55973556239057	Leiter	10	7.12885019327713	Belegung	17	68.4409077261788	Feuer	34	67.8864609403469	Gestein	20	67.8797707580223	0.292991796315
Adler	24	6.50	2.92	28	4.96	2.63	27	8.81	2.83	5	3	80683	Hotel	361	974.784586304639	Zeichen	67	93.8451860088877	Ruf	47	92.8067909780535	Eule	157	900.299070480641	Tiger	32	90.9497149144412	Marke	20	9.50899127952867	Modell	36	9.36691077808295	Fan	73	85.9803135410837	Fahne	35	84.4987394356331	Angriff	60	80.957547790154	0.390105914567
Adresse	27	5.70	1.66	35	1.11	1.62	24	6.92	3.59	7	3	509242	Eintrag	123	95.4588012344646	Genießer	35	90.4645389365039	Labor	32	9.49489991360867	Kunde	868	877.71691376234	Adresse	462	853.350174188537	Fenster	170	85.9191780032472	Austausch	114	84.6925105686027	Vermittlung	87	84.6746379214812	Zettel	59	83.4717733325557	Zuweisung	40	81.0728233005072	0.410952591655
Affäre	21	4.05	2.20	20	8.35	1.76	26	5.85	2.75	6	2	64235	Partner	71	93.3416984980777	Bischof	12	9.74005096589822	Ruf	12	9.54367730698043	Vater	79	86.4412179182746	Ermittlung	10	8.75274855111001	Schwester	15	8.12961366583914	Freundin	52	79.0764612871511	Beziehung	290	775.127555350513	Mann	418	758.626740960197	Aufklärung	196	724.251240069179	0.223487900225
Affe	25	6.56	1.98	36	2.69	2.25	32	9.13	1.45	4	3	84247	Schwanz	34	99.8544241295583	Geschrei	26	93.0722832993954	Schmetterling	29	91.4803883773619	Ast	34	90.0255845251124	Hut	10	9.8949599475923	Handel	17	9.53318622176559	Stamm	10	9.47084663255746	Test	22	9.39392056651985	Tanz	12	9.35958198430252	Entwicklung	64	9.31075092519309	0.478282420821
Agent	29	5.31	1.91	21	4.19	2.73	20	7.10	1.83	5	3	81462	Terrorist	37	97.6150133546819	Roboter	34	95.6230557079273	Anruf	41	93.174145784288	Macht	66	91.6364466517059	Gespräch	40	9.95110766784398	Büro	54	89.779466193828	Journalist	49	84.4969660027417	Wahrheit	22	8.74053829967392	Produktion	22	8.02268088398129	Institution	16	8.01918722788912	0.530653696156
Aggression	38	1.89	2.08	25	7.24	2.67	20	5.25	3.23	10	2	68172	Verteidigung	40	99.3371648522631	Lust	64	93.9525624270297	Druck	28	9.79700998080798	Strategie	16	9.65796096139652	Ansatz	21	9.45478846267102	Blut	18	9.27369457959328	Feind	13	9.22400826802842	Leidenschaft	40	89.3989005318676	Abbau	208	883.323154135225	Unzufriedenheit	25	84.1354941094641	0.249834795521
Ähnlichkeit	21	5.48	1.47	31	2.68	2.44	30	5.13	2.86	11	1	97124	Eigenschaft	71	99.3816695697757	Gesetz	94	91.2197444291189	Bauwerk	11	9.98960610514361	Verteilung	12	9.87990824505322	Ermittlung	14	9.872107197552	Formulierung	12	9.78968698237577	Ereignis	29	9.68014373391487	Profil	17	9.53529190384376	Prinz	12	9.51870055831807	Geschlecht	15	9.44439387577898	0.52198565345
Ahnung	33	5.58	1.98	24	4.96	2.94	15	4.47	2.50	6	4	572395	Ernährung	102	97.2650446266724	Typ	129	94.7047259588196	Andeutung	38	94.4903563365696	Motorrad	72	91.9686723332442	Prinzip	69	9.88042784181892	Politik	563	877.742513904499	Physik	308	874.864953116665	Moment	191	84.5287130611157	Elektronik	258	831.876629578339	Schwein	64	82.94336655425	0.366440482577
Akt	26	5.73	2.16	37	6.11	2.71	16	6.75	2.14	3	4	109258	Gnade	247	994.189982283771	Widerstand	315	983.15444676559	Höflichkeit	182	981.920951946685	Drama	231	960.103456045234	Schauspiel	35	96.6012075994995	Barmherzigkeit	181	908.741484497522	Sünde	12	9.7827362381679	Wesen	22	9.34581103267026	Verbrechen	13	9.07866027396604	Leidenschaft	13	9.04536794984717	0.530987514454
Akteur	19	5.26	1.82	27	3.52	2.59	21	6.14	2.08	6	1	238469	Intention	42	98.4850126092776	Befragung	56	97.6511459000784	Fähigkeit	116	97.4486368336581	Partei	158	94.1223848491737	Interesse	623	930.243151845145	Trainer	125	92.4436249126158	Rahmen	204	91.4770301372549	Volkswirtschaft	11	9.77764396991806	Zentrum	62	9.74590849777429	Zuordnung	13	9.57920614285323	0.25881936036
Aktie	30	3.77	2.25	20	3.50	2.89	24	5.58	3.69	5	1	233462	Aktionär	247	993.974023199006	Preis	671	983.055260473983	Währung	276	962.122775124596	Investition	378	960.026596414585	Kläger	36	9.31923371834504	Kurs	2278	8445.60584147805	Sektor	53	84.9677787856524	Krone	49	82.0857333694326	Geschäft	109	80.5135555937445	Stil	44	8.71709437286551	0.257292113414
Aktion	22	6.77	1.27	22	5.77	3.07	20	4.70	2.96	6	4	1045385	Idee	1356	997.0376952742	Information	1707	996.925656103947	Bündnis	494	976.229791528794	Gewinnung	72	96.5790563498632	Gunst	442	931.6507641171	Ablauf	635	930.294817586557	Handwerk	129	93.8351206305319	Führung	330	93.6332513852943	Intention	68	92.6228157801191	Einzelheit	48	9.98965144545801	0.618899214215
Aktionär	12	4.75	2.01	35	2.80	2.72	15	6.33	2.47	8	1	58815	Aktie	247	993.974023199006	Vorschlag	60	98.7609691732976	Bezug	67	95.9819201441688	Aktionär	28	93.5400471452724	Name	103	85.4354866629062	Einsicht	34	83.7204287968738	Bank	292	815.378703129682	Stellung	44	81.6961106741421	Last	40	80.9733680706881	Genehmigung	10	8.96277704273592	0.419405153854
Aktivität	24	7.42	1.95	24	5.25	2.57	21	4.95	2.56	9	4	611083	Kind	2234	967.001089426408	Intensität	76	96.8912406412286	Abwechslung	86	96.6545770552128	Bewegung	730	932.954735341038	Restaurant	165	92.4522850253024	Kontrolle	199	91.5112486366122	Intervention	28	9.57262110933571	Wiederherstellung	21	9.52694563348646	Folge	362	9.51613524535558	Sektor	36	9.45312986212072	0.4547827716
Akustik	34	6.74	1.54	24	4.17	2.99	27	5.00	2.86	7	4	27362	Akustik	20	90.8341610936582	Sache	73	88.5340761173	Sicht	49	80.4844745701649	Stimmung	10	8.66277387916158	Rock	28	75.6348559217366	Dynamik	24	74.7721392161375	Musikinstrument	17	73.8537823779165	Kenntnis	10	7.24954501264229	Video	13	7.18417828924684	Saal	148	680.460581648547	0.407052872804
Akzent	26	5.15	1.78	23	2.96	2.34	18	5.28	3.34	6	1	106851	Theater	69	99.795224991413	Richtung	149	96.8074060646438	Spiel	223	95.5562033272659	Kleidung	18	9.06027896677464	Bad	51	89.8617031295788	Sänger	51	85.5098455244205	Blüte	15	8.81566153898923	Gestaltung	24	8.6053614245923	Interpretation	14	8.18811899506152	Raum	122	70.0852387614579	0.558165793391
Alarm	18	4.39	1.75	25	6.76	3.35	23	6.65	2.81	5	2	67024	Polizei	68	96.5422322208745	Anlage	75	94.1763826281509	Glocke	31	90.9730097606235	Ereignis	60	90.1155995702351	Fenster	22	9.79823002144957	Verdacht	11	9.69807073506057	Video	27	9.47723131737385	Bedarf	20	9.47332484137467	Block	11	9.27495215269443	Körper	78	84.5202527128368	0.548567670015
Album	23	6.57	2.13	21	2.76	2.57	14	8.07	2.53	5	3	826612	Konzert	238	99.7831327665787	Verkauf	175	98.0548267156795	Melancholie	47	94.113901566058	Stimmung	199	93.5781143592066	Anfang	600	91.8717741612995	Atmosphäre	179	90.8247596705677	Zwerg	30	9.50777386366697	Misserfolg	19	9.22941146839425	Rock	434	892.013020067424	Besprechung	67	88.5956873604138	0.351237768373
Alge	24	4.46	2.17	29	1.66	1.84	22	8.73	1.93	4	3	51705	Laub	27	96.8516203565112	Boden	70	91.8439499581199	Farbe	29	9.92803542690217	Anteil	19	9.64383349810089	Ei	11	9.24268148852874	Kampf	24	9.0610827609456	Koralle	151	896.091450677796	Alge	162	852.031226953332	Dreck	28	81.4369911400265	Teich	178	800.04121726791	0.414842861217
Alkohol	32	4.44	2.30	36	4.97	2.55	22	7.23	2.96	7	2	305053	Fleisch	415	983.59110629784	Benzin	291	981.73460055644	Magen	61	93.1354603684608	Pornographie	28	92.291448670476	Gehalt	72	90.1463982334886	Ausweis	13	9.94550626734305	Geschäft	74	9.83497621259889	Radler	10	9.74223267097465	Elend	13	9.71820608161137	Therapie	58	9.60356562783231	0.35401315878
Allee	25	7.52	1.83	17	2.53	1.87	18	8.78	2.24	5	3	43946	Name	42	9.78182465874639	Anfang	36	9.29596671480119	Dorf	15	9.15823373672578	Bund	13	9.1312996517309	Höhe	72	89.892596859714	Straße	325	859.812916919631	Schatten	37	83.1466663103397	Initiative	13	8.57171035012122	Bedeutung	25	8.41333453485193	Allee	134	737.982177758933	0.370857785565
Allianz	22	5.86	1.32	24	1.79	1.89	22	4.73	2.71	7	1	89532	Arena	1572	9815.52984668389	Mitglied	475	974.837407523461	Nation	56	96.7931345207969	Moral	40	96.2588064486639	Anführer	31	95.466267004872	Wechsel	19	9.95355853960932	Parlament	16	9.80899502305328	Rang	16	9.53273568729575	Eröffnung	13	9.38213329274166	Zukunft	67	9.29730188226538	0.465333938652
Alm	21	6.14	1.82	29	2.62	2.98	26	8.46	2.27	3	3	11658	Bauernhof	22	96.2246506917094	Blick	13	9.82550190524675	Gletscher	18	83.6438199043267	Sommer	30	72.3045578547234	Region	10	7.61361174697144	Tal	125	629.728344119437	Gast	10	6.16039670842444	Wiese	104	487.39589571086	Wald	114	423.761624335901	Wanderung	14	40.5776738896569	0.335637088606
Alptraum	28	2.46	2.73	17	6.94	2.99	16	6.75	2.54	8	2	76284	Utopie	29	99.1052070237274	Frau	185	95.9027536327465	Welt	85	9.88245167341253	Erfüllung	10	9.40988580974369	Keller	11	9.34825758735411	Bett	17	9.28955346528867	Akt	31	82.0676041629999	Wirklichkeit	243	806.442085313018	Schuld	14	8.0236883169079	Alptraum	166	799.35561536665	0.254433385961
Altar	23	5.57	2.09	27	3.59	2.06	18	8.22	2.88	5	3	92483	Gebet	43	98.8520919123912	Platz	150	97.5115564181605	Grab	43	92.6929101465729	Kreuz	257	892.133872559697	Anordnung	41	89.9974178906276	Stiftung	56	85.8890378486377	Licht	83	85.5887946831743	Verehrung	25	84.8470542440191	Vater	91	84.4276457038252	Blick	103	83.2745422172702	0.385178225118
Alternative	21	6.62	1.24	22	3.82	3.03	25	3.84	3.54	11	1	648238	Markt	358	99.7532916571915	Nutzung	227	97.819091965588	Gold	146	97.1171757488351	Bewertung	154	92.2837356153939	Kommunismus	54	91.1133357896991	Rente	55	9.19427808883305	Variante	165	85.0162567274935	Anbau	36	8.04775994988742	Investment	13	8.00076623743361	Nachteil	124	79.3324226478786	0.598632148229
Amateur	26	3.96	1.97	31	3.48	2.45	26	6.12	2.67	7	1	53167	Status	37	92.5002273392444	Wort	105	92.3166846036554	Radio	244	900.107989600375	Fahrer	14	9.32055652476847	Student	46	76.0105825747996	Club	207	707.834501491063	Versuch	17	7.61657713671664	Gelegenheit	17	7.4078338639448	Rang	10	7.23378484380826	Amateur	138	698.461529173009	0.463101199379
Ampel	25	4.48	2.08	22	2.91	2.79	20	8.70	2.83	5	3	77617	Fahrzeug	80	91.0372027880435	Signal	50	90.1140792983153	Brücke	18	9.61773000407315	Farbe	88	88.575021748802	Bahnhof	16	8.76937735633395	Kupplung	23	60.5317140097347	Kasten	18	59.9710625333545	Richtung	315	565.948476915363	Ecke	48	56.0731776628229	Straße	295	555.797282093076	0.408126279739
Amt	26	2.96	1.61	15	2.60	2.87	22	6.64	2.54	3	1	604846	Funktion	768	988.315055959868	Umzug	98	96.0960550490694	Willkür	50	95.6933145470992	Ausübung	1928	9215.30601051846	Presse	127	91.8932897765584	Wald	224	91.224948685906	Strom	192	90.1594985538001	Fürst	31	9.6721974580389	Votum	14	9.1696225020066	Staat	827	883.255200818971	0.233532448711
Anbau	28	5.93	1.39	24	1.88	2.11	28	5.64	2.79	5	1	133883	Balkon	270	972.20422855008	Weizen	208	915.044101608935	Gewinnung	35	91.5352896865626	Jahrhundert	86	9.98835012710279	Zentrum	40	9.98217200455516	Bestand	19	9.45241032809196	Zucker	16	9.35995029461522	Container	10	9.11098519383395	Fleisch	26	9.09713595248493	Zucht	41	89.1063161929426	0.319975584586
Anblick	24	6.42	1.77	24	4.92	3.26	26	5.27	2.72	7	4	139300	Genuss	51	97.3015187932108	Schreck	30	92.1945531493108	Architektur	16	9.97749388857245	Brücke	23	9.93097786576019	Fotografie	13	9.49755178301789	Gedächtnis	11	9.38268312342721	Boot	22	9.16779206048564	Fahne	11	9.12066286934133	Flamme	41	88.7335384439428	Zerstörung	44	88.5596122407405	0.429496548746
Änderung	26	5.23	1.80	29	4.28	2.80	18	4.72	3.10	8	1	748087	Anlage	820	999.646498318922	Bestand	128	99.2127673724615	Sinn	544	97.7901909452873	Veranlassung	50	97.2072825494357	Geometrie	55	96.5088320528256	Berechtigung	67	96.0740695051202	Plan	686	959.002183916165	Änderung	692	943.683991546467	Status	413	932.374167427983	Absprache	100	93.47627240314	0.527213823107
Andeutung	28	4.61	1.85	23	4.48	2.52	25	4.12	3.03	9	1	29883	Zitat	44	94.587986745568	Ahnung	38	94.4903563365696	Symbol	37	92.9210929216644	Bezug	48	81.5258156571528	Bemerkung	25	74.2299247024879	Ausdruck	11	7.49857305921024	Zeichen	38	65.2513989235073	Geheimnis	27	65.0256652603166	Drohung	19	61.59471112033	Ansatz	11	6.93374782027689	0.618502955553
Anekdote	24	6.75	1.80	15	3.47	1.46	13	3.92	3.01	8	1	51200	Sprichwort	26	98.8860862982754	Beobachtung	40	90.4330392938913	Stil	14	9.05570594561655	Gedicht	228	893.903578724379	Rezept	38	83.7746369422884	Erlebnis	231	814.612940624833	König	17	8.73964937634486	Zusammenhang	28	8.55559152691127	Abschluss	17	8.09184241476849	Erfahrung	94	77.5951500227133	0.323533715305
Anerkennung	25	8.32	2.59	23	5.65	2.25	24	5.58	2.72	11	4	322391	Hochachtung	206	986.747848772202	Kriterium	106	98.8958076888226	Richtlinie	85	98.7680132989628	Zuständigkeit	54	97.1709700252701	Ehrfurcht	38	95.9650860302513	Leistung	3336	9371.07570217839	Berechtigung	48	92.1041499181692	Genehmigung	78	91.7741802723101	Frieden	54	9.82395833607246	Besitz	37	9.69554316697271	0.343610338125
Anfang	21	6.43	2.04	26	4.88	3.12	21	5.43	2.86	6	4	2149472	Erziehung	240	94.8200599313291	Bogen	202	93.6558572283439	Zucht	135	93.5466943107026	Album	600	91.8717741612995	Lieferung	167	9.75153984766247	Allee	36	9.29596671480119	Erlösung	43	9.23721705909403	Zitat	918	875.823670797918	Abschnitt	332	86.6979036644212	Staffel	662	841.887991979123	0.29270524215
Anforderung	23	5.00	1.91	21	5.29	2.35	19	4.11	2.71	11	1	689099	Bedürfnis	3041	9816.23570840051	Prüfung	666	980.586280669512	Ressource	143	98.2366332120896	Qualität	867	952.3305174163	Empfehlung	149	95.286415063059	Studium	626	944.385593821045	Ziffer	69	94.5288279036634	Gesetzgebung	63	92.0614268432237	Trend	157	91.0892244997481	Bedingung	680	902.596551191791	0.137092281966
